g_id,home_team,away_team,home_final_score,away_final_score,date
201901204,mil,sea,4,2,6/27/2019
201901205,min,tba,2,5,6/27/2019
201901206,det,tex,1,3,6/27/2019
201901207,mia,was,5,8,6/27/2019
201901208,sfn,ari,6,3,6/28/2019
201901209,nyn,atl,2,6,6/28/2019
201901210,cin,chn,6,3,6/28/2019
201901211,bal,cle,13,0,6/28/2019
201901212,tor,kca,6,2,6/28/2019
201901213,col,lan,13,9,6/28/2019
201901214,cha,min,6,4,6/28/2019
201901215,ana,oak,2,7,6/28/2019
201901216,mia,phi,6,2,6/28/2019
201901217,mil,pit,2,3,6/28/2019
201901218,hou,sea,2,1,6/28/2019
201901219,sdn,sln,3,1,6/28/2019
201901220,tba,tex,0,5,6/28/2019
201901221,det,was,1,3,6/28/2019
201901222,sfn,ari,3,4,6/29/2019
201901223,nyn,atl,4,5,6/29/2019
201901224,cin,chn,0,6,6/29/2019
201901225,bal,cle,13,0,6/29/2019
201901226,tor,kca,7,5,6/29/2019
201901227,col,lan,5,3,6/29/2019
201901228,cha,min,3,10,6/29/2019
201901229,bos,nya,13,17,6/29/2019
201901230,ana,oak,0,4,6/29/2019
201901231,mia,phi,9,6,6/29/2019
201901232,mil,pit,3,1,6/29/2019
201901233,hou,sea,6,5,6/29/2019
201901234,sdn,sln,12,2,6/29/2019
201901235,tba,tex,5,2,6/29/2019
201901236,det,was,7,5,6/29/2019
201901237,sfn,ari,10,4,6/30/2019
201901238,nyn,atl,8,5,6/30/2019
201901239,cin,chn,8,6,6/30/2019
201901240,bal,cle,0,2,6/30/2019
201901241,tor,kca,6,7,6/30/2019
201901242,col,lan,5,10,6/30/2019
201901243,cha,min,4,3,6/30/2019
201901244,bos,nya,8,12,6/30/2019
201901245,ana,oak,3,12,6/30/2019
201901246,mia,phi,6,13,6/30/2019
201901247,mil,pit,2,1,6/30/2019
201901248,hou,sea,6,1,6/30/2019
201901249,sdn,sln,3,5,6/30/2019
201901250,tba,tex,6,2,6/30/2019
201901251,det,was,1,2,6/30/2019
201901252,tba,bal,6,3,7/1/2019
201901253,pit,chn,18,5,7/1/2019
201901254,tor,kca,11,4,7/1/2019
201901255,cin,mil,6,8,7/1/2019
201901256,sdn,sfn,2,13,7/1/2019
201901257,tex,ana,4,9,7/2/2019
201901258,lan,ari,5,4,7/2/2019
201901259,tba,bal,6,3,7/2/2019
201901260,tor,bos,6,10,7/2/2019
201901261,pit,chn,5,1,7/2/2019
201901262,kca,cle,5,9,7/2/2019
201901263,col,hou,8,9,7/2/2019
201901264,was,mia,3,2,7/2/2019
201901265,cin,mil,5,4,7/2/2019
201901266,oak,min,8,6,7/2/2019
201901267,nyn,nya,4,2,7/2/2019
201901268,atl,phi,0,2,7/2/2019
201901269,sdn,sfn,4,10,7/2/2019
201901270,sea,sln,5,4,7/2/2019
201901271,tex,ana,2,6,7/3/2019
201901272,lan,ari,5,4,7/3/2019
201901273,tba,bal,6,9,7/3/2019
201901274,tor,bos,6,3,7/3/2019
201901275,pit,chn,6,5,7/3/2019
201901276,kca,cle,0,4,7/3/2019
201901277,cha,det,7,5,7/3/2019
201901278,cha,det,9,6,7/3/2019
201901279,col,hou,2,4,7/3/2019
201901280,was,mia,3,1,7/3/2019
201901281,cin,mil,3,0,7/3/2019
201901282,oak,min,3,4,7/3/2019
201901283,nyn,nya,1,5,7/3/2019
201901284,atl,phi,9,2,7/3/2019
201901285,sdn,sfn,5,7,7/3/2019
201901286,sea,sln,2,5,7/3/2019
201901287,tex,ana,9,3,7/4/2019
201901288,tor,bos,7,8,7/4/2019
201901289,pit,chn,3,11,7/4/2019
201901290,kca,cle,4,8,7/4/2019
201901291,cha,det,5,11,7/4/2019
201901292,was,mia,5,2,7/4/2019
201901293,cin,mil,1,0,7/4/2019
201901294,oak,min,7,2,7/4/2019
201901295,tba,nya,4,8,7/4/2019
201901296,atl,phi,12,6,7/4/2019
201901297,lan,sdn,5,1,7/4/2019
201901298,sea,sln,4,5,7/4/2019
201901299,hou,ana,4,5,7/5/2019
201901300,tor,bal,1,4,7/5/2019
201901301,det,bos,6,9,7/5/2019
201901302,ari,col,8,0,7/5/2019
201901303,was,kca,4,7,7/5/2019
201901304,atl,mia,1,0,7/5/2019
201901305,pit,mil,6,7,7/5/2019
201901306,tba,nya,4,8,7/5/2019
201901307,sea,oak,2,5,7/5/2019
201901308,nyn,phi,2,7,7/5/2019
201901309,lan,sdn,2,3,7/5/2019
201901310,sfn,sln,4,9,7/5/2019
201901311,min,tex,15,6,7/5/2019
201901312,hou,ana,4,0,7/6/2019
201901313,tor,bal,1,8,7/6/2019
201901314,det,bos,6,10,7/6/2019
201901315,cha,chn,3,6,7/6/2019
201901316,cin,cle,2,7,7/6/2019
201901317,ari,col,4,2,7/6/2019
201901318,was,kca,6,0,7/6/2019
201901319,atl,mia,4,5,7/6/2019
201901320,pit,mil,12,2,7/6/2019
201901321,tba,nya,4,3,7/6/2019
201901322,sea,oak,6,3,7/6/2019
201901323,nyn,phi,6,5,7/6/2019
201901324,lan,sdn,1,3,7/6/2019
201901325,sfn,sln,8,4,7/6/2019
201901326,min,tex,7,4,7/6/2019
201901327,hou,ana,11,10,7/7/2019
201901328,tor,bal,6,1,7/7/2019
201901329,det,bos,3,6,7/7/2019
201901330,cha,chn,3,1,7/7/2019
201901331,cin,cle,1,11,7/7/2019
201901332,ari,col,5,3,7/7/2019
201901333,was,kca,5,2,7/7/2019
201901334,atl,mia,4,3,7/7/2019
201901335,pit,mil,6,5,7/7/2019
201901336,tba,nya,2,1,7/7/2019
201901337,sea,oak,4,7,7/7/2019
201901338,nyn,phi,3,8,7/7/2019
201901339,lan,sdn,3,5,7/7/2019
201901340,sfn,sln,1,0,7/7/2019
201901341,min,tex,1,4,7/7/2019
201901342,tex,hou,5,0,7/11/2019
201901343,sln,ari,2,4,7/12/2019
201901344,sdn,atl,3,5,7/12/2019
201901345,oak,cha,5,1,7/12/2019
201901346,col,cin,3,2,7/12/2019
201901347,kca,det,8,5,7/12/2019
201901348,tex,hou,9,8,7/12/2019
201901349,bos,lan,8,1,7/12/2019
201901350,cle,min,3,5,7/12/2019
201901351,mia,nyn,8,4,7/12/2019
201901352,chn,pit,4,3,7/12/2019
201901353,ana,sea,13,0,7/12/2019
201901354,mil,sfn,7,10,7/12/2019
201901355,bal,tba,4,16,7/12/2019
201901356,nya,tor,4,0,7/12/2019
201901357,phi,was,0,4,7/12/2019
201901358,sln,ari,4,2,7/13/2019
201901359,sdn,atl,5,7,7/13/2019
201901360,oak,cha,13,2,7/13/2019
201901361,col,cin,9,17,7/13/2019
201901362,kca,det,4,1,7/13/2019
201901363,tex,hou,6,7,7/13/2019
201901364,bos,lan,2,11,7/13/2019
201901365,cle,min,2,6,7/13/2019
201901366,mia,nyn,2,4,7/13/2019
201901367,chn,pit,10,4,7/13/2019
201901368,ana,sea,9,2,7/13/2019
201901369,mil,sfn,5,4,7/13/2019
201901370,bal,tba,2,1,7/13/2019
201901371,bal,tba,4,12,7/13/2019
201901372,nya,tor,1,2,7/13/2019
201901373,phi,was,3,4,7/13/2019
201901374,sln,ari,5,2,7/14/2019
201901375,sdn,atl,1,4,7/14/2019
201901376,oak,cha,3,2,7/14/2019
201901377,col,cin,10,9,7/14/2019
201901378,kca,det,8,12,7/14/2019
201901379,tex,hou,4,12,7/14/2019
201901380,bos,lan,4,7,7/14/2019
201901381,cle,min,4,3,7/14/2019
201901382,mia,nyn,2,6,7/14/2019
201901383,chn,pit,8,3,7/14/2019
201901384,ana,sea,6,3,7/14/2019
201901385,mil,sfn,3,8,7/14/2019
201901386,bal,tba,1,4,7/14/2019
201901387,nya,tor,4,2,7/14/2019
201901388,phi,was,4,3,7/14/2019
201901389,mil,atl,2,4,7/15/2019
201901390,kca,cha,5,2,7/15/2019
201901391,chn,cin,3,6,7/15/2019
201901392,cle,det,8,6,7/15/2019
201901393,ana,hou,9,6,7/15/2019
201901394,phi,lan,2,16,7/15/2019
201901395,sln,pit,7,0,7/15/2019
201901396,col,sfn,2,19,7/15/2019
201901397,col,sfn,1,2,7/15/2019
201901398,nya,tba,4,5,7/15/2019
201901399,bos,tor,10,8,7/15/2019
201901400,tex,ari,2,9,7/16/2019
201901401,mil,atl,13,1,7/16/2019
201901402,kca,cha,11,0,7/16/2019
201901403,chn,cin,4,3,7/16/2019
201901404,cle,det,8,0,7/16/2019
201901405,ana,hou,7,2,7/16/2019
201901406,phi,lan,9,8,7/16/2019
201901407,min,nyn,2,3,7/16/2019
201901408,sln,pit,1,3,7/16/2019
201901409,mia,sdn,12,7,7/16/2019
201901410,oak,sea,9,2,7/16/2019
201901411,col,sfn,4,8,7/16/2019
201901412,nya,tba,8,3,7/16/2019
201901413,bos,tor,4,10,7/16/2019
201901414,bal,was,1,8,7/16/2019
201901415,tex,ari,4,19,7/17/2019
201901416,mil,atl,5,4,7/17/2019
201901417,kca,cha,7,5,7/17/2019
201901418,chn,cin,5,2,7/17/2019
201901419,cle,det,7,2,7/17/2019
201901420,ana,hou,2,11,7/17/2019
201901421,phi,lan,2,7,7/17/2019
201901422,min,nyn,4,14,7/17/2019
201901423,sln,pit,6,5,7/17/2019
201901424,mia,sdn,2,3,7/17/2019
201901425,oak,sea,10,2,7/17/2019
201901426,col,sfn,8,11,7/17/2019
201901427,bos,tor,5,4,7/17/2019
201901428,bal,was,9,2,7/17/2019
201901429,kca,cha,6,5,7/18/2019
201901430,cle,det,6,3,7/18/2019
201901431,ana,hou,2,6,7/18/2019
201901432,phi,lan,7,6,7/18/2019
201901433,ari,mil,1,5,7/18/2019
201901434,sfn,nyn,3,2,7/18/2019
201901435,min,oak,6,3,7/18/2019
201901436,mia,sdn,4,3,7/18/2019
201901437,cin,sln,4,7,7/18/2019
201901438,nya,tba,6,2,7/18/2019
201901439,nya,tba,5,1,7/18/2019
201901440,bos,tor,5,0,7/18/2019
201901441,atl,was,4,13,7/18/2019
201901442,sea,ana,10,0,7/19/2019
201901443,bal,bos,11,2,7/19/2019
201901444,tba,cha,2,9,7/19/2019
201901445,nya,col,8,2,7/19/2019
201901446,cle,kca,10,5,7/19/2019
201901447,lan,mia,2,1,7/19/2019
201901448,ari,mil,10,7,7/19/2019
201901449,sfn,nyn,1,0,7/19/2019
201901450,min,oak,3,5,7/19/2019
201901451,pit,phi,1,6,7/19/2019
201901452,chn,sdn,6,5,7/19/2019
201901453,cin,sln,11,12,7/19/2019
201901454,hou,tex,4,3,7/19/2019
201901455,det,tor,1,12,7/19/2019
201901456,atl,was,4,3,7/19/2019
201901457,sea,ana,2,6,7/20/2019
201901458,bal,bos,6,17,7/20/2019
201901459,tba,cha,1,2,7/20/2019
201901460,nya,col,11,5,7/20/2019
201901461,cle,kca,0,1,7/20/2019
201901462,lan,mia,10,6,7/20/2019
201901463,ari,mil,3,8,7/20/2019
201901464,sfn,nyn,4,11,7/20/2019
201901465,min,oak,4,5,7/20/2019
201901466,pit,phi,5,1,7/20/2019
201901467,chn,sdn,6,5,7/20/2019
201901468,cin,sln,3,2,7/20/2019
201901469,hou,tex,6,1,7/20/2019
201901470,det,tor,5,7,7/20/2019
201901471,atl,was,3,5,7/20/2019
201901472,sea,ana,3,9,7/21/2019
201901473,bal,bos,5,0,7/21/2019
201901474,tba,cha,4,2,7/21/2019
201901475,nya,col,4,8,7/21/2019
201901476,cle,kca,5,4,7/21/2019
201901477,lan,mia,9,0,7/21/2019
201901478,ari,mil,4,7,7/21/2019
201901479,sfn,nyn,3,2,7/21/2019
201901480,min,oak,7,6,7/21/2019
201901481,pit,phi,1,2,7/21/2019
201901482,chn,sdn,1,5,7/21/2019
201901483,cin,sln,1,3,7/21/2019
201901484,hou,tex,5,3,7/21/2019
201901485,det,tor,4,3,7/21/2019
201901486,atl,was,7,1,7/21/2019
201901487,ari,bal,6,3,7/22/2019
201901488,tba,bos,4,9,7/22/2019
201901489,sfn,chn,5,4,7/22/2019
201901490,mil,cin,5,6,7/22/2019
201901491,tor,cle,3,7,7/22/2019
201901492,cha,mia,9,1,7/22/2019
201901493,min,nya,8,6,7/22/2019
201901494,hou,oak,11,1,7/22/2019
201901495,pit,sln,5,6,7/22/2019
201901496,sea,tex,7,3,7/22/2019
201901497,lan,ana,4,5,7/23/2019
201901498,ari,bal,2,7,7/23/2019
201901499,tba,bos,4,5,7/23/2019
201901500,sfn,chn,5,4,7/23/2019
201901501,mil,cin,6,14,7/23/2019
201901502,tor,cle,2,1,7/23/2019
201901503,was,col,11,1,7/23/2019
201901504,atl,kca,4,5,7/23/2019
201901505,cha,mia,1,5,7/23/2019
201901506,min,nya,12,14,7/23/2019
201901507,hou,oak,3,4,7/23/2019
201901508,det,phi,2,3,7/23/2019
201901509,nyn,sdn,5,2,7/23/2019
201901510,pit,sln,3,4,7/23/2019
201901511,sea,tex,2,7,7/23/2019
201901512,lan,ana,2,3,7/24/2019
201901513,ari,bal,5,2,7/24/2019
201901514,tba,bos,3,2,7/24/2019
201901515,sfn,chn,1,4,7/24/2019
201901516,mil,cin,5,4,7/24/2019
201901517,tor,cle,0,4,7/24/2019
201901518,was,col,3,2,7/24/2019
201901519,was,col,2,0,7/24/2019
201901520,atl,kca,0,2,7/24/2019
201901521,cha,mia,0,2,7/24/2019
201901522,min,nya,7,10,7/24/2019
201901523,hou,oak,4,2,7/24/2019
201901524,det,phi,0,4,7/24/2019
201901525,nyn,sdn,2,7,7/24/2019
201901526,pit,sln,8,14,7/24/2019
201901527,sea,tex,5,3,7/24/2019
201901528,ana,bal,8,10,7/25/2019
201901529,kca,cle,4,5,7/25/2019
201901530,was,col,7,8,7/25/2019
201901531,sea,det,10,2,7/25/2019
201901532,cha,min,3,10,7/25/2019
201901533,bos,nya,19,3,7/25/2019
201901534,nyn,sdn,4,0,7/25/2019
201901535,pit,sln,3,6,7/25/2019
201901536,oak,tex,3,11,7/25/2019
201901537,mia,ari,3,2,7/26/2019
201901538,phi,atl,2,9,7/26/2019
201901539,ana,bal,3,9,7/26/2019
201901540,mil,chn,3,2,7/26/2019
201901541,kca,cle,3,8,7/26/2019
201901542,cin,col,2,12,7/26/2019
201901543,sea,det,3,2,7/26/2019
201901544,sln,hou,5,3,7/26/2019
201901545,was,lan,2,4,7/26/2019
201901546,cha,min,2,6,7/26/2019
201901547,bos,nya,10,5,7/26/2019
201901548,nyn,pit,6,3,7/26/2019
201901549,sdn,sfn,1,2,7/26/2019
201901550,tor,tba,1,3,7/26/2019
201901551,oak,tex,2,5,7/26/2019
201901552,mia,ari,2,9,7/27/2019
201901553,phi,atl,7,15,7/27/2019
201901554,ana,bal,7,8,7/27/2019
201901555,mil,chn,5,3,7/27/2019
201901556,kca,cle,1,9,7/27/2019
201901557,cin,col,3,1,7/27/2019
201901558,sea,det,8,1,7/27/2019
201901559,sln,hou,2,8,7/27/2019
201901560,was,lan,3,9,7/27/2019
201901561,cha,min,5,1,7/27/2019
201901562,bos,nya,9,5,7/27/2019
201901563,nyn,pit,3,0,7/27/2019
201901564,sdn,sfn,5,1,7/27/2019
201901565,tor,tba,10,9,7/27/2019
201901566,oak,tex,5,4,7/27/2019
201901567,mia,ari,5,1,7/28/2019
201901568,phi,atl,9,4,7/28/2019
201901569,ana,bal,5,4,7/28/2019
201901570,mil,chn,4,11,7/28/2019
201901571,kca,cle,9,6,7/28/2019
201901572,cin,col,3,2,7/28/2019
201901573,sea,det,3,2,7/28/2019
201901574,sln,hou,2,6,7/28/2019
201901575,was,lan,11,4,7/28/2019
201901576,cha,min,1,11,7/28/2019
201901577,bos,nya,6,9,7/28/2019
201901578,nyn,pit,8,7,7/28/2019
201901579,sdn,sfn,6,7,7/28/2019
201901580,tor,tba,9,10,7/28/2019
201901581,oak,tex,6,5,7/28/2019
201901582,mia,ari,11,6,7/29/2019
201901583,was,atl,6,3,7/29/2019
201901584,sdn,bal,8,1,7/29/2019
201901585,ana,det,2,7,7/29/2019
201901586,col,lan,9,1,7/29/2019
201901587,cin,pit,11,6,7/29/2019
201901588,kca,tor,3,7,7/29/2019
201901589,nya,ari,2,4,7/30/2019
201901590,was,atl,8,11,7/30/2019
201901591,sdn,bal,5,8,7/30/2019
201901592,sln,chn,2,1,7/30/2019
201901593,ana,det,6,1,7/30/2019
201901594,cle,hou,0,2,7/30/2019
201901595,col,lan,4,9,7/30/2019
201901596,oak,mil,3,2,7/30/2019
201901597,mia,min,1,2,7/30/2019
201901598,cha,nyn,2,5,7/30/2019
201901599,cin,pit,4,11,7/30/2019
201901600,tex,sea,5,8,7/30/2019
201901601,phi,sfn,4,2,7/30/2019
201901602,bos,tba,5,6,7/30/2019
201901603,kca,tor,2,9,7/30/2019
201901604,nya,ari,7,5,7/31/2019
201901605,was,atl,4,5,7/31/2019
201901606,sln,chn,0,2,7/31/2019
201901607,ana,det,1,9,7/31/2019
201901608,cle,hou,10,4,7/31/2019
201901609,col,lan,1,5,7/31/2019
201901610,oak,mil,2,4,7/31/2019
201901611,mia,min,4,7,7/31/2019
201901612,cha,nyn,2,4,7/31/2019
201901613,cin,pit,4,1,7/31/2019
201901614,tex,sea,9,7,7/31/2019
201901615,phi,sfn,1,5,7/31/2019
201901616,bos,tba,5,8,7/31/2019
201901617,kca,tor,1,4,7/31/2019
201901618,sln,chn,8,0,8/1/2019
201901619,atl,cin,4,1,8/1/2019
201901620,cle,hou,1,7,8/1/2019
201901621,oak,mil,5,3,8/1/2019
201901622,mia,min,5,4,8/1/2019
201901623,cha,nyn,0,4,8/1/2019
201901624,lan,sdn,8,2,8/1/2019
201901625,phi,sfn,10,2,8/1/2019
201901626,bos,tba,4,9,8/1/2019
201901627,bal,tor,2,11,8/1/2019
201901628,cle,ana,7,3,8/2/2019
201901629,nya,bos,4,2,8/2/2019
201901630,phi,cha,3,4,8/2/2019
201901631,atl,cin,2,5,8/2/2019
201901632,tex,det,5,4,8/2/2019
201901633,min,kca,11,9,8/2/2019
201901634,chn,mil,6,2,8/2/2019
201901635,pit,nyn,8,4,8/2/2019
201901636,lan,sdn,2,5,8/2/2019
201901637,hou,sea,10,2,8/2/2019
201901638,col,sfn,5,4,8/2/2019
201901639,bal,tor,2,5,8/2/2019
201901640,ari,was,0,3,8/2/2019
201901641,cle,ana,7,2,8/3/2019
201901642,nya,bos,9,2,8/3/2019
201901643,nya,bos,6,4,8/3/2019
201901644,phi,cha,3,2,8/3/2019
201901645,atl,cin,5,4,8/3/2019
201901646,tex,det,5,4,8/3/2019
201901647,min,kca,11,3,8/3/2019
201901648,tba,mia,8,6,8/3/2019
201901649,chn,mil,4,1,8/3/2019
201901650,pit,nyn,5,7,8/3/2019
201901651,lan,sdn,4,1,8/3/2019
201901652,hou,sea,9,0,8/3/2019
201901653,col,sfn,5,6,8/3/2019
201901654,oak,sln,8,3,8/3/2019
201901655,bal,tor,6,4,8/3/2019
201901656,ari,was,18,7,8/3/2019
201901657,cle,ana,6,2,8/4/2019
201901658,nya,bos,7,4,8/4/2019
201901659,phi,cha,5,10,8/4/2019
201901660,atl,cin,4,6,8/4/2019
201901661,tex,det,9,4,8/4/2019
201901662,min,kca,3,0,8/4/2019
201901663,tba,mia,7,2,8/4/2019
201901664,chn,mil,7,2,8/4/2019
201901665,pit,nyn,2,13,8/4/2019
201901666,lan,sdn,11,10,8/4/2019
201901667,hou,sea,3,1,8/4/2019
201901668,col,sfn,6,2,8/4/2019
201901669,oak,sln,4,2,8/4/2019
201901670,bal,tor,6,5,8/4/2019
201901671,ari,was,7,5,8/4/2019
201901672,cin,ana,7,4,8/5/2019
201901673,min,atl,5,3,8/5/2019
201901674,det,cha,4,7,8/5/2019
201901675,bos,kca,7,5,8/5/2019
201901676,nyn,mia,6,2,8/5/2019
201901677,nyn,mia,5,4,8/5/2019
201901678,pit,mil,7,9,8/5/2019
201901679,bal,nya,6,9,8/5/2019
201901680,chn,oak,6,5,8/5/2019
201901681,ari,phi,3,7,8/5/2019
201901682,lan,sln,8,0,8/5/2019
201901683,cle,tex,0,1,8/5/2019
201901684,tba,tor,0,2,8/5/2019
201901685,sfn,was,0,4,8/5/2019
201901686,cin,ana,8,4,8/6/2019
201901687,min,atl,7,12,8/6/2019
201901688,det,cha,3,5,8/6/2019
201901689,det,cha,10,6,8/6/2019
201901690,hou,col,11,6,8/6/2019
201901691,bos,kca,2,6,8/6/2019
201901692,nyn,mia,5,0,8/6/2019
201901693,pit,mil,3,4,8/6/2019
201901694,bal,nya,4,9,8/6/2019
201901695,chn,oak,4,11,8/6/2019
201901696,ari,phi,8,4,8/6/2019
201901697,sea,sdn,4,9,8/6/2019
201901698,lan,sln,3,1,8/6/2019
201901699,tba,tor,7,6,8/6/2019
201901700,sfn,was,3,5,8/6/2019
201901701,min,atl,7,11,8/7/2019
201901702,det,cha,1,8,8/7/2019
201901703,hou,col,14,3,8/7/2019
201901704,bos,kca,5,4,8/7/2019
201901705,nyn,mia,7,2,8/7/2019
201901706,pit,mil,3,8,8/7/2019
201901707,bal,nya,2,14,8/7/2019
201901708,chn,oak,10,1,8/7/2019
201901709,ari,phi,6,1,8/7/2019
201901710,sea,sdn,3,2,8/7/2019
201901711,lan,sln,2,1,8/7/2019
201901712,cle,tex,2,0,8/7/2019
201901713,cle,tex,5,1,8/7/2019
201901714,tba,tor,3,4,8/7/2019
201901715,sfn,was,1,4,8/7/2019
201901716,bos,ana,3,0,8/8/2019
201901717,mia,atl,9,2,8/8/2019
201901718,cin,chn,5,12,8/8/2019
201901719,min,cle,5,7,8/8/2019
201901720,sdn,col,9,3,8/8/2019
201901721,det,kca,10,8,8/8/2019
201901722,tor,nya,6,12,8/8/2019
201901723,sfn,phi,5,0,8/8/2019
201901724,bos,ana,16,4,8/9/2019
201901725,lan,ari,2,3,8/9/2019
201901726,mia,atl,4,8,8/9/2019
201901727,cin,chn,5,2,8/9/2019
201901728,min,cle,2,6,8/9/2019
201901729,sdn,col,7,1,8/9/2019
201901730,bal,hou,2,3,8/9/2019
201901731,det,kca,5,2,8/9/2019
201901732,tor,nya,8,2,8/9/2019
201901733,cha,oak,0,7,8/9/2019
201901734,sfn,phi,6,9,8/9/2019
201901735,sln,pit,6,2,8/9/2019
201901736,sea,tba,3,5,8/9/2019
201901737,mil,tex,6,5,8/9/2019
201901738,nyn,was,7,6,8/9/2019
201901739,bos,ana,4,12,8/10/2019
201901740,lan,ari,4,0,8/10/2019
201901741,mia,atl,7,6,8/10/2019
201901742,cin,chn,10,1,8/10/2019
201901743,min,cle,4,1,8/10/2019
201901744,sdn,col,8,5,8/10/2019
201901745,bal,hou,2,23,8/10/2019
201901746,det,kca,0,7,8/10/2019
201901747,tor,nya,5,4,8/10/2019
201901748,cha,oak,3,2,8/10/2019
201901749,sfn,phi,3,1,8/10/2019
201901750,sln,pit,3,1,8/10/2019
201901751,sea,tba,4,5,8/10/2019
201901752,mil,tex,3,2,8/10/2019
201901753,nyn,was,4,3,8/10/2019
201901754,bos,ana,4,5,8/11/2019
201901755,lan,ari,9,3,8/11/2019
201901756,mia,atl,4,5,8/11/2019
201901757,cin,chn,3,6,8/11/2019
201901758,min,cle,3,7,8/11/2019
201901759,sdn,col,3,8,8/11/2019
201901760,bal,hou,8,7,8/11/2019
201901761,det,kca,2,10,8/11/2019
201901762,tor,nya,0,1,8/11/2019
201901763,cha,oak,0,2,8/11/2019
201901764,sfn,phi,9,6,8/11/2019
201901765,sln,pit,11,9,8/11/2019
201901766,sea,tba,0,1,8/11/2019
201901767,mil,tex,0,1,8/11/2019
201901768,nyn,was,4,7,8/11/2019
201901769,col,ari,6,8,8/12/2019
201901770,nya,bal,8,5,8/12/2019
201901771,nya,bal,11,8,8/12/2019
201901772,cle,bos,6,5,8/12/2019
201901773,was,cin,7,6,8/12/2019
201901774,ana,pit,2,10,8/12/2019
201901775,sdn,tba,4,10,8/12/2019
201901776,tor,tex,19,4,8/12/2019
201901777,col,ari,3,9,8/13/2019
201901778,nya,bal,8,3,8/13/2019
201901779,cle,bos,6,7,8/13/2019
201901780,phi,chn,4,2,8/13/2019
201901781,was,cin,3,1,8/13/2019
201901782,cha,hou,2,6,8/13/2019
201901783,cha,hou,4,1,8/13/2019
201901784,mia,lan,1,15,8/13/2019
201901785,mil,min,5,7,8/13/2019
201901786,atl,nyn,5,3,8/13/2019
201901787,sfn,oak,3,2,8/13/2019
201901788,ana,pit,7,10,8/13/2019
201901789,det,sea,6,11,8/13/2019
201901790,kca,sln,0,2,8/13/2019
201901791,sdn,tba,5,7,8/13/2019
201901792,tor,tex,3,0,8/13/2019
201901793,col,ari,7,6,8/14/2019
201901794,nya,bal,6,5,8/14/2019
201901795,cle,bos,1,5,8/14/2019
201901796,phi,chn,11,1,8/14/2019
201901797,was,cin,17,7,8/14/2019
201901798,cha,hou,13,9,8/14/2019
201901799,mia,lan,1,9,8/14/2019
201901800,mil,min,6,5,8/14/2019
201901801,atl,nyn,6,4,8/14/2019
201901802,sfn,oak,5,9,8/14/2019
201901803,ana,pit,7,4,8/14/2019
201901804,det,sea,3,2,8/14/2019
201901805,kca,sln,0,6,8/14/2019
201901806,sdn,tba,7,2,8/14/2019
