g_id,home_team,away_team,home_final_score,away_final_score,date
201901807,tor,tex,3,7,8/14/2019
201901808,ana,cha,8,7,8/15/2019
201901809,phi,chn,7,5,8/15/2019
201901810,nya,cle,5,19,8/15/2019
201901811,oak,hou,7,6,8/15/2019
201901812,mia,lan,13,7,8/15/2019
201901813,tex,min,6,13,8/15/2019
201901814,atl,nyn,8,10,8/15/2019
201901815,det,sea,2,7,8/15/2019
201901816,ari,sfn,0,7,8/15/2019
201901817,cin,sln,2,1,8/15/2019
201901818,bos,bal,9,1,8/16/2019
201901819,ana,cha,2,7,8/16/2019
201901820,pit,chn,3,2,8/16/2019
201901821,nya,cle,3,2,8/16/2019
201901822,tba,det,0,2,8/16/2019
201901823,oak,hou,3,2,8/16/2019
201901824,atl,lan,3,8,8/16/2019
201901825,col,mia,3,0,8/16/2019
201901826,was,mil,2,1,8/16/2019
201901827,tex,min,3,4,8/16/2019
201901828,kca,nyn,4,1,8/16/2019
201901829,phi,sdn,8,4,8/16/2019
201901830,tor,sea,7,3,8/16/2019
201901831,ari,sfn,9,10,8/16/2019
201901832,cin,sln,4,13,8/16/2019
201901833,bos,bal,4,0,8/17/2019
201901834,ana,cha,6,5,8/17/2019
201901835,pit,chn,0,2,8/17/2019
201901836,nya,cle,6,5,8/17/2019
201901837,tba,det,1,0,8/17/2019
201901838,oak,hou,8,4,8/17/2019
201901839,atl,lan,4,3,8/17/2019
201901840,col,mia,11,4,8/17/2019
201901841,was,mil,14,15,8/17/2019
201901842,tex,min,7,12,8/17/2019
201901843,kca,nyn,1,4,8/17/2019
201901844,phi,sdn,3,5,8/17/2019
201901845,tor,sea,3,4,8/17/2019
201901846,ari,sfn,6,11,8/17/2019
201901847,cin,sln,6,1,8/17/2019
201901848,bos,bal,13,7,8/18/2019
201901849,ana,cha,9,2,8/18/2019
201901850,pit,chn,1,7,8/18/2019
201901851,nya,cle,4,8,8/18/2019
201901852,tba,det,5,4,8/18/2019
201901853,oak,hou,1,4,8/18/2019
201901854,atl,lan,5,3,8/18/2019
201901855,col,mia,7,6,8/18/2019
201901856,was,mil,16,8,8/18/2019
201901857,tex,min,3,6,8/18/2019
201901858,kca,nyn,5,11,8/18/2019
201901859,phi,sdn,2,3,8/18/2019
201901860,tor,sea,0,7,8/18/2019
201901861,ari,sfn,6,1,8/18/2019
201901862,cin,sln,4,5,8/18/2019
201901863,tex,ana,8,7,8/19/2019
201901864,min,cha,4,6,8/19/2019
201901865,ari,col,5,3,8/19/2019
201901866,hou,det,5,4,8/19/2019
201901867,bal,kca,4,5,8/19/2019
201901868,sln,mil,3,0,8/19/2019
201901869,cin,sdn,2,3,8/19/2019
201901870,tba,sea,3,9,8/19/2019
201901871,pit,was,0,13,8/19/2019
201901872,tex,ana,1,5,8/20/2019
201901873,tex,ana,3,2,8/20/2019
201901874,min,cha,14,4,8/20/2019
201901875,nyn,cle,9,2,8/20/2019
201901876,ari,col,8,7,8/20/2019
201901877,hou,det,6,3,8/20/2019
201901878,bal,kca,4,1,8/20/2019
201901879,atl,mia,5,1,8/20/2019
201901880,sln,mil,9,4,8/20/2019
201901881,oak,nya,6,2,8/20/2019
201901882,bos,phi,2,3,8/20/2019
201901883,cin,sdn,3,2,8/20/2019
201901884,tba,sea,4,7,8/20/2019
201901885,chn,sfn,5,3,8/20/2019
201901886,lan,tor,16,3,8/20/2019
201901887,pit,was,4,1,8/20/2019
201901888,tex,ana,8,7,8/21/2019
201901889,min,cha,0,4,8/21/2019
201901890,nyn,cle,4,3,8/21/2019
201901891,ari,col,2,7,8/21/2019
201901892,hou,det,1,2,8/21/2019
201901893,bal,kca,8,1,8/21/2019
201901894,atl,mia,5,0,8/21/2019
201901895,sln,mil,3,5,8/21/2019
201901896,oak,nya,6,4,8/21/2019
201901897,bos,phi,2,5,8/21/2019
201901898,cin,sdn,4,2,8/21/2019
201901899,tba,sea,7,6,8/21/2019
201901900,chn,sfn,12,11,8/21/2019
201901901,lan,tor,2,1,8/21/2019
201901902,pit,was,1,11,8/21/2019
201901903,nyn,cle,2,0,8/22/2019
201901904,sln,col,6,5,8/22/2019
201901905,hou,det,6,3,8/22/2019
201901906,atl,mia,3,2,8/22/2019
201901907,oak,nya,5,3,8/22/2019
201901908,chn,sfn,1,0,8/22/2019
201901909,bal,tba,2,5,8/22/2019
201901910,cha,tex,6,1,8/22/2019
201901911,lan,tor,3,2,8/22/2019
201901912,pit,was,1,7,8/22/2019
201901913,hou,ana,5,4,8/23/2019
201901914,mil,ari,6,1,8/23/2019
201901915,nyn,atl,1,2,8/23/2019
201901916,sdn,bos,0,11,8/23/2019
201901917,pit,cin,3,2,8/23/2019
201901918,sln,col,8,3,8/23/2019
201901919,min,det,6,9,8/23/2019
201901920,cle,kca,4,1,8/23/2019
201901921,lan,nya,2,10,8/23/2019
201901922,mia,phi,19,11,8/23/2019
201901923,bal,tba,1,7,8/23/2019
201901924,cha,tex,8,3,8/23/2019
201901925,sea,tor,7,4,8/23/2019
201901926,chn,was,3,9,8/23/2019
201901927,hou,ana,5,2,8/24/2019
201901928,mil,ari,4,0,8/24/2019
201901929,nyn,atl,5,9,8/24/2019
201901930,sdn,bos,4,5,8/24/2019
201901931,pit,cin,14,0,8/24/2019
201901932,sln,col,6,0,8/24/2019
201901933,min,det,8,5,8/24/2019
201901934,cle,kca,4,2,8/24/2019
201901935,lan,nya,2,1,8/24/2019
201901936,mia,phi,3,9,8/24/2019
201901937,oak,sfn,5,10,8/24/2019
201901938,bal,tba,7,1,8/24/2019
201901939,cha,tex,0,4,8/24/2019
201901940,sea,tor,5,7,8/24/2019
201901941,chn,was,2,7,8/24/2019
201901942,hou,ana,11,2,8/25/2019
201901943,mil,ari,2,5,8/25/2019
201901944,nyn,atl,1,2,8/25/2019
201901945,sdn,bos,3,1,8/25/2019
201901946,pit,cin,9,8,8/25/2019
201901947,sln,col,11,4,8/25/2019
201901948,min,det,7,4,8/25/2019
201901949,cle,kca,8,9,8/25/2019
201901950,lan,nya,1,5,8/25/2019
201901951,mia,phi,3,2,8/25/2019
201901952,oak,sfn,4,5,8/25/2019
201901953,bal,tba,8,3,8/25/2019
201901954,cha,tex,2,0,8/25/2019
201901955,sea,tor,3,1,8/25/2019
201901956,chn,was,5,7,8/25/2019
201901957,sfn,ari,4,6,8/26/2019
201901958,col,atl,3,1,8/26/2019
201901959,mia,cin,3,6,8/26/2019
201901960,sdn,lan,4,3,8/26/2019
201901961,sea,nya,4,5,8/26/2019
201901962,kca,oak,4,19,8/26/2019
201901963,phi,pit,6,5,8/26/2019
201901964,mil,sln,2,12,8/26/2019
201901965,sfn,ari,2,3,8/27/2019
201901966,tor,atl,3,1,8/27/2019
201901967,was,bal,0,2,8/27/2019
201901968,col,bos,6,10,8/27/2019
201901969,nyn,chn,2,5,8/27/2019
201901970,mia,cin,5,8,8/27/2019
201901971,det,cle,1,10,8/27/2019
201901972,sdn,lan,0,9,8/27/2019
201901973,cha,min,1,3,8/27/2019
201901974,sea,nya,0,7,8/27/2019
201901975,kca,oak,1,2,8/27/2019
201901976,phi,pit,4,5,8/27/2019
201901977,mil,sln,3,6,8/27/2019
201901978,hou,tba,15,1,8/27/2019
201901979,ana,tex,5,2,8/27/2019
201901980,tor,atl,4,9,8/28/2019
201901981,was,bal,8,4,8/28/2019
201901982,col,bos,4,7,8/28/2019
201901983,nyn,chn,7,10,8/28/2019
201901984,mia,cin,0,5,8/28/2019
201901985,det,cle,2,4,8/28/2019
201901986,sdn,lan,4,6,8/28/2019
201901987,cha,min,2,8,8/28/2019
201901988,sea,nya,3,7,8/28/2019
201901989,kca,oak,6,4,8/28/2019
201901990,phi,pit,12,3,8/28/2019
201901991,hou,tba,8,6,8/28/2019
201901992,ana,tex,0,3,8/28/2019
201901993,nyn,chn,1,4,8/29/2019
201901994,mia,cin,4,3,8/29/2019
201901995,det,cle,0,2,8/29/2019
201901996,ari,lan,11,5,8/29/2019
201901997,cha,min,5,10,8/29/2019
201901998,kca,oak,8,9,8/29/2019
201901999,col,pit,8,11,8/29/2019
201902000,sfn,sdn,3,5,8/29/2019
201902001,tex,sea,3,5,8/29/2019
201902002,hou,tba,8,9,8/29/2019
201902003,kca,bal,2,14,8/30/2019
201902004,ana,bos,6,7,8/30/2019
201902005,atl,cha,10,7,8/30/2019
201902006,tba,cle,4,0,8/30/2019
201902007,tor,hou,4,7,8/30/2019
201902008,ari,lan,5,4,8/30/2019
201902009,was,mia,7,6,8/30/2019
201902010,chn,mil,7,1,8/30/2019
201902011,det,min,5,13,8/30/2019
201902012,phi,nyn,5,11,8/30/2019
201902013,nya,oak,2,8,8/30/2019
201902014,col,pit,4,9,8/30/2019
201902015,sfn,sdn,8,3,8/30/2019
201902016,tex,sea,6,3,8/30/2019
201902017,kca,bal,7,5,8/31/2019
201902018,ana,bos,10,4,8/31/2019
201902019,atl,cha,11,5,8/31/2019
201902020,sln,cin,10,6,8/31/2019
201902021,sln,cin,3,2,8/31/2019
201902022,tba,cle,9,6,8/31/2019
201902023,tor,hou,6,4,8/31/2019
201902024,ari,lan,6,5,8/31/2019
201902025,was,mia,7,0,8/31/2019
201902026,chn,mil,0,2,8/31/2019
201902027,det,min,10,7,8/31/2019
201902028,phi,nyn,3,6,8/31/2019
201902029,nya,oak,4,3,8/31/2019
201902030,col,pit,4,11,8/31/2019
201902031,sfn,sdn,1,4,8/31/2019
201902032,tex,sea,3,2,8/31/2019
201902033,kca,bal,6,4,9/1/2019
201902034,ana,bos,3,4,9/1/2019
201902035,atl,cha,5,3,9/1/2019
201902036,sln,cin,4,3,9/1/2019
201902037,sln,cin,3,5,9/1/2019
201902038,tba,cle,8,2,9/1/2019
201902039,tor,hou,0,2,9/1/2019
201902040,ari,lan,3,4,9/1/2019
201902041,was,mia,9,3,9/1/2019
201902042,chn,mil,0,4,9/1/2019
201902043,det,min,3,8,9/1/2019
201902044,phi,nyn,5,2,9/1/2019
201902045,nya,oak,5,4,9/1/2019
201902046,col,pit,2,6,9/1/2019
201902047,sfn,sdn,4,8,9/1/2019
201902048,tex,sea,3,11,9/1/2019
201902049,tba,bal,5,4,9/2/2019
201902050,cle,cha,11,3,9/2/2019
201902051,lan,col,16,9,9/2/2019
201902052,mil,hou,2,3,9/2/2019
201902053,det,min,3,4,9/2/2019
201902054,was,nyn,3,7,9/2/2019
201902055,cin,phi,1,7,9/2/2019
201902056,ari,sdn,14,7,9/2/2019
201902057,chn,sea,5,1,9/2/2019
201902058,sln,sfn,3,1,9/2/2019
201902059,nya,tex,0,7,9/2/2019
201902060,atl,tor,6,3,9/2/2019
201902061,oak,ana,7,5,9/3/2019
201902062,tba,bal,2,4,9/3/2019
201902063,tba,bal,2,0,9/3/2019
201902064,cle,cha,5,6,9/3/2019
201902065,lan,col,5,3,9/3/2019
201902066,kca,det,6,5,9/3/2019
201902067,mil,hou,4,2,9/3/2019
201902068,pit,mia,4,5,9/3/2019
201902069,bos,min,5,6,9/3/2019
201902070,was,nyn,11,10,9/3/2019
201902071,cin,phi,2,6,9/3/2019
201902072,ari,sdn,2,1,9/3/2019
201902073,chn,sea,6,1,9/3/2019
201902074,sln,sfn,1,0,9/3/2019
201902075,nya,tex,10,1,9/3/2019
201902076,atl,tor,7,2,9/3/2019
201902077,oak,ana,4,0,9/4/2019
201902078,cle,cha,8,6,9/4/2019
201902079,lan,col,7,3,9/4/2019
201902080,kca,det,5,4,9/4/2019
201902081,pit,mia,6,5,9/4/2019
201902082,bos,min,6,2,9/4/2019
201902083,was,nyn,4,8,9/4/2019
201902084,cin,phi,8,5,9/4/2019
201902085,ari,sdn,4,1,9/4/2019
201902086,sln,sfn,8,9,9/4/2019
201902087,nya,tex,4,1,9/4/2019
201902088,oak,ana,10,6,9/5/2019
201902089,cle,cha,1,7,9/5/2019
201902090,mil,chn,5,10,9/5/2019
201902091,kca,det,4,6,9/5/2019
201902092,pit,mia,7,10,9/5/2019
201902093,bos,min,1,2,9/5/2019
201902094,cin,phi,4,3,9/5/2019
201902095,hou,sea,11,9,9/5/2019
201902096,sln,sfn,10,0,9/5/2019
201902097,bal,tex,1,3,9/5/2019
201902098,tba,tor,6,4,9/5/2019
201902099,atl,was,4,2,9/5/2019
201902100,cha,ana,4,5,9/6/2019
201902101,cin,ari,5,7,9/6/2019
201902102,mil,chn,7,1,9/6/2019
201902103,min,cle,2,6,9/6/2019
201902104,sdn,col,2,3,9/6/2019
201902105,oak,det,4,5,9/6/2019
201902106,mia,kca,0,3,9/6/2019
201902107,bos,nya,6,1,9/6/2019
201902108,nyn,phi,5,4,9/6/2019
201902109,hou,sea,7,4,9/6/2019
201902110,lan,sfn,4,5,9/6/2019
201902111,pit,sln,9,4,9/6/2019
201902112,bal,tex,6,7,9/6/2019
201902113,tba,tor,5,0,9/6/2019
201902114,atl,was,4,3,9/6/2019
201902115,cha,ana,7,8,9/7/2019
201902116,cin,ari,0,2,9/7/2019
201902117,mil,chn,3,2,9/7/2019
201902118,min,cle,5,3,9/7/2019
201902119,sdn,col,3,0,9/7/2019
201902120,oak,det,10,2,9/7/2019
201902121,mia,kca,2,7,9/7/2019
201902122,bos,nya,1,5,9/7/2019
201902123,nyn,phi,0,5,9/7/2019
201902124,hou,sea,2,1,9/7/2019
201902125,lan,sfn,0,1,9/7/2019
201902126,pit,sln,1,10,9/7/2019
201902127,bal,tex,4,9,9/7/2019
201902128,tba,tor,5,3,9/7/2019
201902129,atl,was,5,4,9/7/2019
201902130,cha,ana,5,1,9/8/2019
201902131,cin,ari,4,3,9/8/2019
201902132,mil,chn,8,5,9/8/2019
201902133,min,cle,2,5,9/8/2019
201902134,sdn,col,2,1,9/8/2019
201902135,oak,det,3,1,9/8/2019
201902136,mia,kca,9,0,9/8/2019
201902137,bos,nya,5,10,9/8/2019
201902138,nyn,phi,7,10,9/8/2019
201902139,hou,sea,21,1,9/8/2019
201902140,lan,sfn,5,0,9/8/2019
201902141,pit,sln,0,2,9/8/2019
201902142,bal,tex,4,10,9/8/2019
201902143,tba,tor,8,3,9/8/2019
201902144,atl,was,4,9,9/8/2019
201902145,nyn,ari,3,1,9/9/2019
201902146,phi,atl,2,7,9/9/2019
201902147,sdn,chn,2,10,9/9/2019
201902148,ana,cle,2,6,9/9/2019
201902149,mia,mil,3,8,9/9/2019
201902150,bos,nya,0,5,9/9/2019
201902151,hou,oak,15,0,9/9/2019
201902152,sfn,pit,4,6,9/9/2019
201902153,nyn,ari,3,2,9/10/2019
201902154,phi,atl,6,5,9/10/2019
201902155,tor,bos,4,3,9/10/2019
201902156,sdn,chn,9,8,9/10/2019
201902157,sea,cin,4,3,9/10/2019
201902158,ana,cle,0,8,9/10/2019
201902159,cha,kca,7,3,9/10/2019
201902160,bal,lan,3,7,9/10/2019
201902161,mia,mil,3,4,9/10/2019
201902162,det,nya,12,11,9/10/2019
201902163,hou,oak,7,21,9/10/2019
201902164,sfn,pit,5,4,9/10/2019
201902165,col,sln,2,1,9/10/2019
201902166,tex,tba,3,5,9/10/2019
201902167,min,was,5,0,9/10/2019
201902168,nyn,ari,9,0,9/11/2019
201902169,phi,atl,1,3,9/11/2019
201902170,tor,bos,8,0,9/11/2019
201902171,sdn,chn,4,0,9/11/2019
201902172,sea,cin,5,3,9/11/2019
201902173,cha,kca,6,8,9/11/2019
201902174,bal,lan,7,3,9/11/2019
201902175,mia,mil,5,7,9/11/2019
201902176,hou,oak,3,5,9/11/2019
201902177,sfn,pit,3,6,9/11/2019
201902178,col,sln,2,1,9/11/2019
201902179,tex,tba,10,9,9/11/2019
201902180,min,was,2,6,9/11/2019
201902181,nyn,ari,11,1,9/12/2019
201902182,phi,atl,9,5,9/12/2019
201902183,tor,bos,4,7,9/12/2019
201902184,sdn,chn,1,4,9/12/2019
201902185,sea,cin,5,11,9/12/2019
201902186,cha,kca,3,6,9/12/2019
201902187,bal,lan,2,4,9/12/2019
201902188,mia,mil,2,3,9/12/2019
201902189,det,nya,4,10,9/12/2019
201902190,det,nya,4,6,9/12/2019
201902191,hou,oak,2,3,9/12/2019
201902192,sfn,pit,2,4,9/12/2019
201902193,col,sln,3,10,9/12/2019
201902194,tex,tba,6,4,9/12/2019
201902195,min,was,6,12,9/12/2019
201902196,was,atl,0,5,9/13/2019
201902197,det,bal,2,6,9/13/2019
201902198,sea,cha,7,9,9/13/2019
201902199,ari,cin,3,4,9/13/2019
201902200,kca,hou,1,4,9/13/2019
201902201,nyn,lan,2,9,9/13/2019
201902202,sfn,mia,1,0,9/13/2019
201902203,sln,mil,10,0,9/13/2019
201902204,tor,nya,6,5,9/13/2019
201902205,tex,oak,9,14,9/13/2019
201902206,chn,pit,17,8,9/13/2019
201902207,col,sdn,10,8,9/13/2019
201902208,ana,tba,4,11,9/13/2019
201902209,was,atl,1,10,9/14/2019
201902210,det,bal,8,4,9/14/2019
201902211,phi,bos,1,2,9/14/2019
201902212,sea,cha,2,1,9/14/2019
201902213,ari,cin,1,0,9/14/2019
201902214,kca,hou,1,6,9/14/2019
201902215,nyn,lan,3,0,9/14/2019
201902216,sfn,mia,2,4,9/14/2019
201902217,sln,mil,2,5,9/14/2019
201902218,cle,min,0,2,9/14/2019
201902219,cle,min,5,9,9/14/2019
201902220,tor,nya,3,13,9/14/2019
201902221,tex,oak,6,8,9/14/2019
201902222,chn,pit,14,1,9/14/2019
201902223,col,sdn,11,10,9/14/2019
201902224,ana,tba,1,3,9/14/2019
201902225,was,atl,7,0,9/15/2019
201902226,det,bal,2,8,9/15/2019
201902227,phi,bos,3,6,9/15/2019
201902228,sea,cha,11,10,9/15/2019
201902229,ari,cin,1,3,9/15/2019
201902230,kca,hou,3,12,9/15/2019
201902231,nyn,lan,2,3,9/15/2019
201902232,sfn,mia,2,1,9/15/2019
201902233,sln,mil,6,7,9/15/2019
201902234,cle,min,7,5,9/15/2019
201902235,tor,nya,6,4,9/15/2019
201902236,tex,oak,1,6,9/15/2019
201902237,chn,pit,16,6,9/15/2019
201902238,col,sdn,10,5,9/15/2019
201902239,ana,tba,6,4,9/15/2019
201902240,det,bal,5,2,9/16/2019
201902241,min,cha,5,3,9/16/2019
201902242,chn,cin,8,2,9/16/2019
201902243,oak,kca,5,6,9/16/2019
201902244,ari,mia,7,5,9/16/2019
201902245,col,nyn,9,4,9/16/2019
201902246,mil,sdn,5,1,9/16/2019
201902247,sln,was,4,2,9/16/2019
201902248,nya,ana,8,0,9/17/2019
201902249,min,cha,9,8,9/17/2019
201902250,chn,cin,2,4,9/17/2019
201902251,cle,det,7,2,9/17/2019
201902252,oak,kca,2,1,9/17/2019
201902253,ari,mia,6,12,9/17/2019
201902254,col,nyn,1,6,9/17/2019
201902255,atl,phi,4,5,9/17/2019
201902256,mil,sdn,3,1,9/17/2019
201902257,pit,sea,0,6,9/17/2019
201902258,bos,sfn,6,7,9/17/2019
201902259,lan,tba,7,5,9/17/2019
201902260,hou,tex,4,1,9/17/2019
201902261,bal,tor,5,8,9/17/2019
201902262,sln,was,2,6,9/17/2019
201902263,nya,ana,2,3,9/18/2019
201902264,min,cha,1,3,9/18/2019
201902265,chn,cin,2,3,9/18/2019
201902266,cle,det,2,1,9/18/2019
201902267,oak,kca,1,0,9/18/2019
201902268,ari,mia,5,4,9/18/2019
201902269,col,nyn,4,7,9/18/2019
201902270,atl,phi,1,4,9/18/2019
201902271,mil,sdn,1,2,9/18/2019
201902272,pit,sea,1,4,9/18/2019
201902273,bos,sfn,3,11,9/18/2019
201902274,lan,tba,7,8,9/18/2019
201902275,hou,tex,3,2,9/18/2019
201902276,bal,tor,10,11,9/18/2019
201902277,sln,was,5,1,9/18/2019
201902278,nya,ana,9,1,9/19/2019
201902279,cle,det,7,0,9/19/2019
201902280,min,kca,8,5,9/19/2019
201902281,atl,phi,5,4,9/19/2019
201902282,mil,sdn,5,1,9/19/2019
201902283,pit,sea,5,6,9/19/2019
201902284,bos,sfn,5,4,9/19/2019
201902285,chn,sln,4,5,9/19/2019
201902286,bal,tor,4,8,9/19/2019
201902287,hou,ana,6,4,9/20/2019
201902288,sdn,ari,0,9,9/20/2019
201902289,tba,bos,5,4,9/20/2019
201902290,det,cha,1,10,9/20/2019
201902291,lan,col,12,5,9/20/2019
201902292,min,kca,4,3,9/20/2019
201902293,cin,nyn,1,8,9/20/2019
201902294,cle,phi,5,2,9/20/2019
201902295,mil,pit,10,1,9/20/2019
201902296,bal,sea,5,3,9/20/2019
201902297,atl,sfn,6,0,9/20/2019
201902298,chn,sln,1,2,9/20/2019
201902299,oak,tex,8,0,9/20/2019
201902300,nya,tor,3,4,9/20/2019
201902301,mia,was,4,6,9/20/2019
201902302,hou,ana,4,8,9/21/2019
201902303,sdn,ari,2,4,9/21/2019
201902304,tba,bos,5,4,9/21/2019
201902305,det,cha,3,5,9/21/2019
201902306,lan,col,2,4,9/21/2019
201902307,min,kca,5,12,9/21/2019
201902308,cin,nyn,3,2,9/21/2019
201902309,cle,phi,4,9,9/21/2019
201902310,mil,pit,10,1,9/21/2019
201902311,bal,sea,6,7,9/21/2019
201902312,atl,sfn,8,1,9/21/2019
201902313,chn,sln,8,9,9/21/2019
201902314,oak,tex,12,3,9/21/2019
201902315,nya,tor,7,2,9/21/2019
201902316,mia,was,4,10,9/21/2019
201902317,hou,ana,13,5,9/22/2019
201902318,sdn,ari,6,4,9/22/2019
201902319,tba,bos,4,7,9/22/2019
201902320,det,cha,6,3,9/22/2019
201902321,lan,col,7,4,9/22/2019
201902322,min,kca,12,8,9/22/2019
201902323,cin,nyn,3,6,9/22/2019
201902324,cle,phi,10,1,9/22/2019
201902325,mil,pit,4,3,9/22/2019
201902326,bal,sea,2,1,9/22/2019
201902327,atl,sfn,1,4,9/22/2019
201902328,chn,sln,2,3,9/22/2019
201902329,oak,tex,3,8,9/22/2019
201902330,nya,tor,8,3,9/22/2019
201902331,mia,was,5,3,9/22/2019
201902332,tor,bal,11,10,9/23/2019
201902333,tba,bos,7,4,9/23/2019
201902334,nyn,mia,4,8,9/23/2019
201902335,was,phi,7,2,9/23/2019
201902336,ari,sln,7,9,9/23/2019
201902337,kca,atl,9,6,9/24/2019
201902338,tor,bal,4,11,9/24/2019
201902339,tex,bos,10,12,9/24/2019
201902340,pit,chn,9,2,9/24/2019
201902341,cha,cle,0,11,9/24/2019
201902342,sfn,col,5,8,9/24/2019
201902343,sea,hou,0,3,9/24/2019
201902344,sdn,lan,3,6,9/24/2019
201902345,nyn,mia,5,4,9/24/2019
201902346,cin,mil,2,4,9/24/2019
201902347,det,min,2,4,9/24/2019
201902348,tba,nya,2,1,9/24/2019
201902349,ana,oak,3,2,9/24/2019
201902350,was,phi,4,1,9/24/2019
201902351,was,phi,6,5,9/24/2019
201902352,ari,sln,3,2,9/24/2019
201902353,kca,atl,2,10,9/25/2019
201902354,tor,bal,3,2,9/25/2019
201902355,tex,bos,3,10,9/25/2019
201902356,pit,chn,4,2,9/25/2019
201902357,cha,cle,8,3,9/25/2019
201902358,sfn,col,2,1,9/25/2019
201902359,sea,hou,0,3,9/25/2019
201902360,sdn,lan,4,6,9/25/2019
201902361,nyn,mia,10,3,9/25/2019
201902362,cin,mil,2,9,9/25/2019
201902363,det,min,1,5,9/25/2019
201902364,tba,nya,4,0,9/25/2019
201902365,ana,oak,2,3,9/25/2019
201902366,was,phi,5,2,9/25/2019
201902367,ari,sln,9,7,9/25/2019
201902368,tex,bos,7,5,9/26/2019
201902369,pit,chn,9,5,9/26/2019
201902370,cha,cle,8,0,9/26/2019
201902371,sfn,col,8,3,9/26/2019
201902372,ana,hou,4,3,9/26/2019
201902373,sdn,lan,0,1,9/26/2019
201902374,nyn,mia,2,4,9/26/2019
201902375,cin,mil,3,5,9/26/2019
201902376,det,min,4,10,9/26/2019
201902377,sea,oak,1,3,9/26/2019
201902378,was,phi,6,3,9/26/2019
201902379,nyn,atl,4,2,9/27/2019
201902380,bos,bal,1,4,9/27/2019
201902381,sln,chn,2,8,9/27/2019
201902382,pit,cin,6,5,9/27/2019
201902383,was,cle,8,2,9/27/2019
201902384,ana,hou,0,4,9/27/2019
201902385,sfn,lan,2,9,9/27/2019
201902386,phi,mia,5,4,9/27/2019
201902387,col,mil,11,7,9/27/2019
201902388,kca,min,2,6,9/27/2019
201902389,tex,nya,7,14,9/27/2019
201902390,sea,oak,4,3,9/27/2019
201902391,ari,sdn,6,3,9/27/2019
201902392,tor,tba,2,6,9/27/2019
201902393,nyn,atl,3,0,9/28/2019
201902394,bos,bal,4,9,9/28/2019
201902395,sln,chn,6,8,9/28/2019
201902396,pit,cin,2,4,9/28/2019
201902397,was,cle,10,7,9/28/2019
201902398,cha,det,7,1,9/28/2019
201902399,cha,det,3,4,9/28/2019
201902400,ana,hou,3,6,9/28/2019
201902401,sfn,lan,0,2,9/28/2019
201902402,phi,mia,9,3,9/28/2019
201902403,col,mil,3,2,9/28/2019
201902404,kca,min,3,4,9/28/2019
201902405,tex,nya,9,4,9/28/2019
201902406,sea,oak,0,1,9/28/2019
201902407,ari,sdn,6,5,9/28/2019
201902408,tor,tba,4,1,9/28/2019
